,Date,Symbol,Open,Close,Low,High,Volume
340262,2012-11-16,AMZN,221.309998,225.229996,218.639999,226.25,4352800
340732,2012-11-19,AMZN,228.320007,229.710007,227.449997,232.5,3591200
341202,2012-11-20,AMZN,230.0,233.779999,229.5,233.820007,2771700
341672,2012-11-21,AMZN,233.839996,238.029999,232.75,238.669998,2959300
342142,2012-11-23,AMZN,239.889999,239.880005,236.479996,240.0,1776800
342612,2012-11-26,AMZN,240.389999,243.619995,238.0,244.320007,4178300
343082,2012-11-27,AMZN,243.220001,243.399994,241.539993,245.669998,3048500
343552,2012-11-28,AMZN,242.449997,247.110001,241.5,247.229996,2743400
344022,2012-11-29,AMZN,248.050003,251.270004,247.5,252.479996,5310500
344492,2012-11-30,AMZN,250.380005,252.050003,248.270004,252.649994,3797400
344962,2012-12-03,AMZN,252.539993,250.330002,250.0,254.160004,2990600
345432,2012-12-04,AMZN,249.940002,252.490005,248.660004,253.0,3114700
345902,2012-12-05,AMZN,252.440002,253.960007,250.380005,255.550003,2852200
346372,2012-12-06,AMZN,253.0,253.369995,251.509995,255.169998,3557900
346842,2012-12-07,AMZN,254.139999,253.270004,252.009995,255.210007,2170300
347312,2012-12-10,AMZN,253.100006,247.770004,247.300003,254.779999,3503800
347782,2012-12-11,AMZN,248.5,250.690002,246.649994,253.479996,4185200
348252,2012-12-12,AMZN,251.070007,251.759995,250.059998,254.360001,2628100
348722,2012-12-13,AMZN,251.110001,251.25,250.020004,254.539993,2460200
349192,2012-12-14,AMZN,250.110001,249.190002,247.789993,251.899994,2526900
349662,2012-12-17,AMZN,249.809998,253.860001,249.259995,254.0,2277000
350132,2012-12-18,AMZN,254.570007,260.399994,254.570007,263.109985,4961000
350602,2012-12-19,AMZN,261.299988,257.98999,257.679993,261.670013,2300000
351072,2012-12-20,AMZN,258.359985,261.5,256.540009,262.410004,2584600
351542,2012-12-21,AMZN,257.820007,256.920013,255.740005,258.380005,4704600
352012,2012-12-24,AMZN,257.299988,258.619995,256.959991,259.5,984400
352482,2012-12-26,AMZN,257.149994,248.630005,248.039993,257.420013,4152700
352952,2012-12-27,AMZN,248.279999,248.309998,242.860001,249.350006,3639300
353422,2012-12-28,AMZN,245.850006,245.179993,245.050003,247.440002,1858700
353892,2012-12-31,AMZN,243.75,250.869995,242.75,252.410004,3419000
354363,2013-01-02,AMZN,256.079987,257.309998,253.259995,258.100006,3271000
354846,2013-01-03,AMZN,257.269989,258.480011,256.369995,260.880005,2750900
355329,2013-01-04,AMZN,257.579987,259.149994,256.649994,259.799988,1874200
355812,2013-01-07,AMZN,262.970001,268.459991,262.670013,269.730011,4910000
356295,2013-01-08,AMZN,267.070007,266.380005,263.570007,268.980011,3010700
356778,2013-01-09,AMZN,268.170013,266.350006,265.399994,269.5,2265600
357261,2013-01-10,AMZN,268.540009,265.339996,262.299988,268.73999,2863400
357744,2013-01-11,AMZN,265.100006,267.940002,264.109985,268.429993,2413300
358227,2013-01-14,AMZN,268.0,272.730011,267.540009,274.26001,4275000
358710,2013-01-15,AMZN,270.679993,271.899994,269.299988,272.730011,2326900
359193,2013-01-16,AMZN,270.529999,268.929993,267.829987,271.23999,2065600
359676,2013-01-17,AMZN,271.5,270.480011,269.209991,271.970001,1884600
360159,2013-01-18,AMZN,270.829987,272.119995,269.600006,274.5,2942000
360642,2013-01-22,AMZN,271.619995,270.190002,269.230011,272.100006,2137700
361125,2013-01-23,AMZN,270.570007,268.109985,266.649994,271.089996,2508900
361608,2013-01-24,AMZN,269.369995,273.459991,269.369995,276.649994,3417000
362091,2013-01-25,AMZN,275.0,283.98999,274.399994,284.720001,4968100
362574,2013-01-28,AMZN,283.779999,276.040009,274.399994,284.480011,4321400
363057,2013-01-29,AMZN,275.350006,260.350006,258.350006,275.459991,10172600
363540,2013-01-30,AMZN,283.0,272.76001,267.109985,284.200012,13075400
364023,2013-01-31,AMZN,271.040009,265.5,263.700012,275.940002,6772100
364506,2013-02-01,AMZN,268.929993,265.0,262.799988,268.929993,6115000
364990,2013-02-04,AMZN,262.779999,259.980011,259.070007,264.679993,3723600
365474,2013-02-05,AMZN,262.0,266.890015,261.459991,268.029999,4012900
365958,2013-02-06,AMZN,265.160004,262.220001,261.109985,266.890015,2770400
366442,2013-02-07,AMZN,264.100006,260.230011,255.110001,264.100006,3975700
366926,2013-02-08,AMZN,261.399994,261.950012,260.549988,265.25,3879200
367410,2013-02-11,AMZN,263.200012,257.209991,256.600006,263.25,3403700
367894,2013-02-12,AMZN,259.190002,258.700012,257.0,260.160004,2943700
368378,2013-02-13,AMZN,261.529999,269.470001,260.299988,269.959991,5293000
368862,2013-02-14,AMZN,267.369995,269.23999,265.399994,270.649994,3463000
369346,2013-02-15,AMZN,267.630005,265.089996,263.109985,268.920013,3979900
369830,2013-02-19,AMZN,265.910004,269.75,264.5,270.109985,2854200
370314,2013-02-20,AMZN,270.200012,266.410004,266.369995,274.299988,3528900
370798,2013-02-21,AMZN,265.119995,265.940002,263.25,269.480011,3637400
371282,2013-02-22,AMZN,266.619995,265.420013,261.609985,267.109985,3124800
371766,2013-02-25,AMZN,266.940002,259.869995,259.649994,268.690002,3032400
372250,2013-02-26,AMZN,260.890015,259.359985,255.729996,262.040009,3348600
372734,2013-02-27,AMZN,259.399994,263.25,256.859985,265.829987,2908100
373218,2013-02-28,AMZN,261.809998,264.269989,260.630005,267.0,2667200
373702,2013-03-01,AMZN,263.269989,265.73999,261.040009,266.600006,2957000
374186,2013-03-04,AMZN,265.359985,273.109985,264.140015,273.299988,3453000
374670,2013-03-05,AMZN,274.0,275.589996,269.98999,276.679993,3686200
375154,2013-03-06,AMZN,275.76001,273.790009,271.829987,276.48999,2050700
375638,2013-03-07,AMZN,274.100006,273.880005,271.850006,274.799988,1939000
376122,2013-03-08,AMZN,275.0,274.190002,271.5,275.440002,1879800
376606,2013-03-11,AMZN,273.429993,271.23999,270.399994,273.98999,1904900
377090,2013-03-12,AMZN,271.0,274.130005,270.359985,277.399994,3246200
377574,2013-03-13,AMZN,275.23999,275.100006,272.640015,276.5,1884200
378058,2013-03-14,AMZN,269.670013,265.73999,263.529999,270.0,5226700
378542,2013-03-15,AMZN,264.980011,261.820007,260.049988,267.26001,4865900
379026,2013-03-18,AMZN,259.299988,257.890015,257.119995,261.48999,2720200
379510,2013-03-19,AMZN,258.399994,256.410004,252.619995,259.5,3738500
379994,2013-03-20,AMZN,258.049988,257.279999,254.550003,259.76001,2738900
380478,2013-03-21,AMZN,256.109985,253.389999,252.679993,257.0,2806400
380962,2013-03-22,AMZN,254.550003,257.75,252.070007,257.769989,3124600
381446,2013-03-25,AMZN,258.579987,256.019989,254.5,259.429993,2513900
381930,2013-03-26,AMZN,257.049988,260.309998,256.279999,261.480011,2421000
382414,2013-03-27,AMZN,258.75,265.299988,257.899994,265.929993,2874900
382898,2013-03-28,AMZN,265.820007,266.48999,264.059998,267.380005,2473700
383382,2013-04-01,AMZN,266.980011,261.609985,261.01001,267.399994,2524800
383866,2013-04-02,AMZN,262.399994,263.320007,260.549988,265.890015,2631100
384350,2013-04-03,AMZN,262.119995,259.029999,257.75,263.670013,2413800
384834,2013-04-04,AMZN,259.230011,259.079987,256.119995,260.410004,1964400
385318,2013-04-05,AMZN,255.720001,255.479996,253.669998,256.179993,2557400
385802,2013-04-08,AMZN,255.919998,258.950012,255.630005,259.679993,2295600
386286,2013-04-09,AMZN,258.850006,261.140015,257.0,262.609985,2156600
386770,2013-04-10,AMZN,261.779999,264.769989,259.320007,265.980011,2322500
387254,2013-04-11,AMZN,264.73999,269.850006,264.73999,270.970001,3090500
387738,2013-04-12,AMZN,270.119995,272.869995,267.019989,273.269989,2866300
388222,2013-04-15,AMZN,271.079987,267.720001,267.100006,275.119995,3326000
388706,2013-04-16,AMZN,269.309998,272.339996,268.059998,272.799988,2137200
389190,2013-04-17,AMZN,270.799988,267.399994,264.25,270.850006,3135100
389674,2013-04-18,AMZN,266.809998,259.420013,256.600006,266.98999,3137600
390158,2013-04-19,AMZN,258.160004,260.320007,257.5,262.880005,2602500
390642,2013-04-22,AMZN,259.350006,263.549988,258.029999,264.600006,2119100
391126,2013-04-23,AMZN,264.5,268.899994,264.5,269.869995,2270600
391610,2013-04-24,AMZN,269.5,268.779999,266.809998,271.470001,1852800
392094,2013-04-25,AMZN,271.529999,274.700012,270.5,275.799988,6116500
392578,2013-04-26,AMZN,269.970001,254.809998,252.809998,272.019989,14030000
393062,2013-04-29,AMZN,254.899994,249.740005,249.149994,257.01001,7117000
393546,2013-04-30,AMZN,249.369995,253.809998,248.559998,254.679993,4248800
394030,2013-05-01,AMZN,253.899994,248.229996,245.75,254.199997,4391400
394514,2013-05-02,AMZN,248.940002,252.550003,245.779999,252.929993,3936200
394998,2013-05-03,AMZN,256.140015,258.049988,254.699997,259.25,3514000
395482,2013-05-06,AMZN,258.089996,255.720001,253.419998,259.5,2347800
395966,2013-05-07,AMZN,256.309998,257.730011,252.910004,259.73999,3133700
396450,2013-05-08,AMZN,256.869995,258.679993,255.330002,260.299988,2677000
396934,2013-05-09,AMZN,258.730011,260.160004,256.880005,263.549988,2769300
397418,2013-05-10,AMZN,260.880005,263.630005,260.209991,263.649994,3145300
397902,2013-05-13,AMZN,262.769989,264.51001,262.0,265.880005,2149500
398386,2013-05-14,AMZN,264.5,268.329987,264.029999,269.399994,2700000
398870,2013-05-15,AMZN,267.070007,266.559998,264.559998,269.049988,2720500
399354,2013-05-16,AMZN,265.959991,264.119995,263.850006,268.429993,1643500
399838,2013-05-17,AMZN,265.829987,269.899994,265.0,269.980011,2527300
400322,2013-05-20,AMZN,269.0,267.630005,266.5,271.790009,2209000
400806,2013-05-21,AMZN,268.73999,268.859985,267.660004,270.769989,1741200
401290,2013-05-22,AMZN,267.390015,262.959991,260.799988,267.589996,3332000
401774,2013-05-23,AMZN,260.48999,261.799988,259.589996,263.170013,2000300
402258,2013-05-24,AMZN,259.850006,261.73999,258.339996,261.929993,1696300
402742,2013-05-28,AMZN,266.480011,267.290009,266.0,271.100006,3471000
403226,2013-05-29,AMZN,265.459991,265.529999,264.839996,268.25,1903400
403710,2013-05-30,AMZN,265.709991,266.829987,265.609985,268.570007,1667500
404194,2013-05-31,AMZN,266.0,269.200012,265.940002,271.910004,3374300
404678,2013-06-03,AMZN,268.959991,266.880005,262.950012,269.109985,2543900
405162,2013-06-04,AMZN,267.0,265.700012,263.019989,268.880005,2088600
405646,2013-06-05,AMZN,265.809998,267.170013,265.019989,271.660004,3512300
406130,2013-06-06,AMZN,267.75,267.829987,264.209991,270.5,2476300
406614,2013-06-07,AMZN,269.73999,276.869995,269.130005,280.100006,4632600
407098,2013-06-10,AMZN,276.679993,281.070007,275.23999,282.470001,3086500
407582,2013-06-11,AMZN,276.0,274.779999,274.23999,278.410004,3097800
408066,2013-06-12,AMZN,276.600006,271.670013,270.450012,276.799988,2238900
408550,2013-06-13,AMZN,271.5,275.790009,270.290009,276.799988,2649800
409035,2013-06-14,AMZN,275.0,273.98999,273.440002,277.070007,2150800
409520,2013-06-17,AMZN,276.350006,278.059998,275.649994,280.200012,2884000
410006,2013-06-18,AMZN,279.079987,281.76001,278.109985,282.910004,2146100
410492,2013-06-19,AMZN,281.26001,278.160004,277.869995,283.339996,2827500
410980,2013-06-20,AMZN,275.140015,273.440002,272.390015,278.600006,2984000
411468,2013-06-21,AMZN,274.570007,273.359985,269.790009,275.839996,4201000
411956,2013-06-24,AMZN,271.290009,270.609985,265.0,273.160004,3863800
412444,2013-06-25,AMZN,272.299988,272.089996,269.0,273.470001,2449600
412932,2013-06-26,AMZN,273.980011,277.570007,273.5,277.980011,3029500
413420,2013-06-27,AMZN,279.179993,277.549988,274.540009,280.200012,2519500
413908,2013-06-28,AMZN,276.190002,277.690002,276.190002,279.829987,3193300
414396,2013-07-01,AMZN,279.0,282.100006,277.160004,283.290009,2888200
414884,2013-07-02,AMZN,281.040009,283.730011,280.589996,286.579987,3238200
415372,2013-07-03,AMZN,282.0,284.029999,282.0,285.399994,1373000
415860,2013-07-05,AMZN,285.0,285.880005,282.070007,286.380005,1985400
416348,2013-07-08,AMZN,286.420013,290.589996,286.140015,291.670013,3046700
416836,2013-07-09,AMZN,291.0,291.529999,288.01001,292.570007,2775600
417324,2013-07-10,AMZN,291.410004,292.329987,289.399994,293.339996,1810200
417812,2013-07-11,AMZN,294.98999,299.660004,292.100006,300.690002,4007300
418300,2013-07-12,AMZN,298.690002,307.549988,298.5,307.549988,4539300
418788,2013-07-15,AMZN,307.269989,306.570007,304.350006,307.98999,2245600
419276,2013-07-16,AMZN,307.299988,306.869995,305.51001,309.390015,2660200
419764,2013-07-17,AMZN,306.970001,308.690002,305.690002,308.799988,2029700
420252,2013-07-18,AMZN,306.269989,304.109985,301.869995,306.339996,3063800
420740,2013-07-19,AMZN,304.390015,305.230011,301.910004,305.790009,2973100
421228,2013-07-22,AMZN,309.25,303.480011,302.0,309.25,2520700
421716,2013-07-23,AMZN,303.160004,301.059998,300.559998,305.059998,1999600
422204,2013-07-24,AMZN,303.019989,298.940002,298.040009,303.839996,2000500
422692,2013-07-25,AMZN,299.0,303.399994,296.75,304.5,5405800
423180,2013-07-26,AMZN,299.549988,312.01001,295.549988,313.619995,8817500
423668,2013-07-29,AMZN,311.070007,306.100006,305.899994,313.0,3211800
424156,2013-07-30,AMZN,307.720001,302.410004,301.570007,309.779999,3053400
424644,2013-07-31,AMZN,303.910004,301.220001,301.0,305.149994,1891300
425132,2013-08-01,AMZN,303.079987,305.570007,298.899994,306.209991,2971700
425620,2013-08-02,AMZN,304.630005,304.209991,301.5,305.329987,2502600
426108,2013-08-05,AMZN,303.399994,300.98999,298.299988,303.619995,2233200
426596,2013-08-06,AMZN,300.51001,300.75,297.519989,301.359985,1849000
427084,2013-08-07,AMZN,300.149994,296.910004,296.149994,300.98999,1961000
427572,2013-08-08,AMZN,298.519989,295.73999,292.549988,298.519989,2343400
428060,2013-08-09,AMZN,295.679993,297.26001,294.299988,299.269989,1950300
428548,2013-08-12,AMZN,295.790009,296.690002,295.26001,299.079987,1504500
429036,2013-08-13,AMZN,295.880005,293.970001,290.670013,296.369995,2349900
429524,2013-08-14,AMZN,294.290009,291.339996,290.540009,294.290009,1415000
430013,2013-08-15,AMZN,288.790009,286.470001,285.149994,289.299988,2261400
430502,2013-08-16,AMZN,286.549988,284.820007,284.5,288.329987,2422500
430991,2013-08-19,AMZN,285.190002,285.570007,283.480011,289.559998,2477400
431480,2013-08-20,AMZN,285.880005,287.089996,285.73999,289.51001,1586300
431969,2013-08-21,AMZN,285.089996,284.570007,283.829987,288.5,1815300
432458,2013-08-22,AMZN,284.799988,289.730011,284.799988,289.869995,1422600
432947,2013-08-23,AMZN,291.209991,290.01001,287.899994,291.5,1961900
433436,2013-08-26,AMZN,290.429993,286.209991,285.619995,291.049988,1711700
433925,2013-08-27,AMZN,283.869995,280.929993,279.73999,285.279999,2476000
434414,2013-08-28,AMZN,280.359985,281.579987,279.329987,283.0,1457100
434903,2013-08-29,AMZN,281.450012,283.980011,280.0,285.980011,1566400
435392,2013-08-30,AMZN,284.589996,280.980011,280.0,284.869995,1534700
435881,2013-09-03,AMZN,284.730011,288.799988,284.170013,291.390015,2897600
436370,2013-09-04,AMZN,288.329987,293.640015,287.579987,295.230011,2438600
436859,2013-09-05,AMZN,293.630005,294.100006,292.709991,297.0,1816600
437348,2013-09-06,AMZN,295.329987,295.859985,290.799988,298.880005,2292000
437837,2013-09-09,AMZN,297.220001,299.709991,296.600006,299.959991,1643600
438326,2013-09-10,AMZN,300.549988,300.359985,297.220001,301.0,1778400
438815,2013-09-11,AMZN,298.910004,299.640015,297.839996,301.859985,1742600
439304,2013-09-12,AMZN,299.390015,298.859985,297.660004,302.0,1606200
439793,2013-09-13,AMZN,300.140015,297.920013,296.200012,300.220001,1350600
440282,2013-09-16,AMZN,299.820007,296.059998,295.26001,301.0,1808400
440771,2013-09-17,AMZN,297.630005,304.170013,296.01001,304.649994,2296500
441260,2013-09-18,AMZN,304.059998,312.029999,302.910004,312.73999,2946400
441749,2013-09-19,AMZN,313.769989,312.059998,311.040009,314.540009,2350900
442238,2013-09-20,AMZN,312.540009,316.339996,312.410004,320.570007,5302300
442727,2013-09-23,AMZN,314.01001,311.48999,308.769989,315.899994,1884900
443216,2013-09-24,AMZN,312.429993,314.130005,311.279999,318.079987,2033600
443705,2013-09-25,AMZN,314.529999,312.649994,310.75,316.709991,2008600
444194,2013-09-26,AMZN,313.899994,318.119995,313.26001,319.369995,1989900
444683,2013-09-27,AMZN,316.920013,316.01001,313.350006,317.209991,1657500
445172,2013-09-30,AMZN,313.410004,312.640015,311.059998,315.309998,1623600
445661,2013-10-01,AMZN,314.220001,320.950012,313.649994,321.0,2396400
446150,2013-10-02,AMZN,318.040009,320.51001,317.519989,321.730011,2217400
446639,2013-10-03,AMZN,320.390015,314.76001,313.019989,322.920013,2674800
447128,2013-10-04,AMZN,315.130005,319.040009,312.619995,319.200012,1815000
447617,2013-10-07,AMZN,315.23999,310.029999,309.73999,315.339996,2083200
448106,2013-10-08,AMZN,311.5,303.230011,300.269989,311.549988,3166200
448595,2013-10-09,AMZN,303.420013,298.230011,296.5,303.5,3247400
449084,2013-10-10,AMZN,304.630005,305.170013,302.589996,306.700012,2555100
449573,2013-10-11,AMZN,304.769989,310.890015,303.839996,310.929993,2163100
450062,2013-10-14,AMZN,309.220001,310.700012,307.0,311.649994,1939100
450551,2013-10-15,AMZN,309.869995,306.399994,305.26001,310.790009,2261100
451040,2013-10-16,AMZN,308.380005,310.48999,305.549988,310.799988,2170700
451529,2013-10-17,AMZN,307.070007,310.769989,305.23999,311.0,2648400
452018,2013-10-18,AMZN,319.359985,328.929993,316.75,331.890015,5969800
452507,2013-10-21,AMZN,329.890015,326.440002,323.799988,330.0,2522300
452996,2013-10-22,AMZN,327.720001,332.540009,325.679993,337.109985,3935500
453485,2013-10-23,AMZN,330.839996,326.76001,324.059998,331.720001,2818200
453974,2013-10-24,AMZN,329.630005,332.209991,326.75,332.649994,5884700
454463,2013-10-25,AMZN,358.600006,363.390015,352.619995,368.399994,12036800
454952,2013-10-28,AMZN,359.920013,358.160004,357.200012,362.75,3635800
455441,2013-10-29,AMZN,358.959991,362.700012,356.290009,362.890015,2185400
455930,2013-10-30,AMZN,362.619995,361.079987,358.649994,365.0,4502200
456419,2013-10-31,AMZN,361.730011,364.029999,359.0,366.0,2466800
456908,2013-11-01,AMZN,365.630005,359.0,356.100006,365.769989,3331000
457397,2013-11-04,AMZN,360.119995,358.73999,354.399994,361.0,1938400
457886,2013-11-05,AMZN,356.779999,358.890015,354.839996,360.170013,2007100
458375,2013-11-06,AMZN,360.450012,356.179993,354.5,362.869995,2282300
458864,2013-11-07,AMZN,355.859985,343.559998,341.880005,357.899994,4246300
459353,2013-11-08,AMZN,345.950012,350.309998,344.040009,351.049988,2656900
459842,2013-11-11,AMZN,350.589996,354.380005,348.059998,355.369995,2261700
460331,2013-11-12,AMZN,352.98999,349.529999,347.279999,355.480011,2343100
460820,2013-11-13,AMZN,347.399994,356.220001,345.679993,356.220001,2773300
461309,2013-11-14,AMZN,357.390015,367.399994,356.429993,368.940002,4159800
461798,2013-11-15,AMZN,367.630005,369.170013,365.549988,372.899994,4491600
462288,2013-11-18,AMZN,370.279999,366.179993,364.670013,373.48999,2737400
462778,2013-11-19,AMZN,365.820007,364.940002,362.5,368.779999,1904800
463268,2013-11-20,AMZN,367.559998,362.570007,360.450012,367.559998,1771500
463758,2013-11-21,AMZN,364.049988,368.920013,363.299988,369.25,1964600
464248,2013-11-22,AMZN,370.0,372.309998,366.309998,374.5,2965500
464738,2013-11-25,AMZN,373.820007,376.640015,373.179993,377.790009,2972300
465228,2013-11-26,AMZN,377.609985,381.369995,374.820007,382.5,2724400
465718,2013-11-27,AMZN,383.5,386.709991,382.609985,387.0,2269700
466208,2013-11-29,AMZN,389.100006,393.619995,388.619995,394.100006,2406000
466698,2013-12-02,AMZN,399.0,392.299988,389.100006,399.0,4714000
467188,2013-12-03,AMZN,390.109985,384.660004,383.100006,390.950012,3702900
467678,2013-12-04,AMZN,383.5,385.959991,381.48999,389.690002,2355300
468168,2013-12-05,AMZN,386.649994,384.48999,381.369995,386.649994,1906500
468658,2013-12-06,AMZN,388.350006,386.950012,383.829987,388.350006,1984700
469148,2013-12-09,AMZN,388.109985,384.890015,382.570007,388.209991,2761800
469638,2013-12-10,AMZN,383.73999,387.779999,383.019989,389.059998,2736800
470128,2013-12-11,AMZN,387.339996,382.190002,382.0,388.980011,2451300
470618,2013-12-12,AMZN,381.26001,381.25,379.5,385.0,2123700
471108,2013-12-13,AMZN,385.320007,384.23999,383.799988,389.420013,3025000
471598,2013-12-16,AMZN,385.029999,388.970001,385.0,391.700012,2251700
472088,2013-12-17,AMZN,390.649994,387.649994,386.5,391.359985,2343900
472578,2013-12-18,AMZN,389.230011,395.959991,383.100006,396.299988,3489100
473068,2013-12-19,AMZN,394.269989,395.190002,392.600006,397.290009,2427200
473558,2013-12-20,AMZN,396.549988,402.200012,395.779999,404.720001,5033900
474048,2013-12-23,AMZN,403.690002,402.920013,399.200012,405.0,2659500
474538,2013-12-24,AMZN,402.519989,399.200012,396.369995,403.720001,1380400
475028,2013-12-26,AMZN,401.790009,404.390015,396.809998,404.519989,1868500
475518,2013-12-27,AMZN,404.649994,398.079987,396.25,405.630005,1986900
476008,2013-12-30,AMZN,399.410004,393.369995,392.450012,399.920013,2487100
476498,2013-12-31,AMZN,394.579987,398.790009,393.799988,398.829987,1996500
476988,2014-01-02,AMZN,398.799988,397.970001,394.019989,399.359985,2137800
477478,2014-01-03,AMZN,398.290009,396.440002,396.220001,402.709991,2210200
477968,2014-01-06,AMZN,395.850006,393.630005,388.420013,397.0,3170600
478458,2014-01-07,AMZN,395.040009,398.029999,394.290009,398.470001,1916000
478948,2014-01-08,AMZN,398.470001,401.920013,396.040009,403.0,2316500
479438,2014-01-09,AMZN,403.709991,401.01001,398.440002,406.890015,2103000
479928,2014-01-10,AMZN,402.529999,397.660004,393.799988,403.76001,2679500
480418,2014-01-13,AMZN,397.980011,390.980011,388.450012,399.779999,2844900
480908,2014-01-14,AMZN,392.130005,397.540009,391.290009,398.630005,2340100
481398,2014-01-15,AMZN,398.940002,395.869995,392.529999,399.309998,2678300
481888,2014-01-16,AMZN,393.679993,395.799988,389.410004,399.290009,2601200
482378,2014-01-17,AMZN,394.26001,399.609985,393.660004,403.48999,4505100
482868,2014-01-21,AMZN,403.0,407.049988,401.600006,407.799988,3122100
483358,2014-01-22,AMZN,408.0,404.540009,402.0,408.059998,2060500
483848,2014-01-23,AMZN,401.0,399.869995,397.790009,406.170013,3025400
484338,2014-01-24,AMZN,398.160004,387.600006,387.269989,400.200012,4458400
484828,2014-01-27,AMZN,390.5,386.279999,380.48999,394.100006,3936800
485318,2014-01-28,AMZN,387.399994,394.429993,387.119995,394.73999,2894500
485808,2014-01-29,AMZN,392.160004,384.200012,383.23999,392.850006,3382300
486298,2014-01-30,AMZN,393.769989,403.01001,387.700012,406.25,10473900
486788,2014-01-31,AMZN,371.76001,358.690002,357.76001,375.450012,16154800
487278,2014-02-03,AMZN,358.980011,346.149994,340.100006,360.850006,10280800
487768,2014-02-04,AMZN,349.589996,347.950012,344.019989,354.0,4812900
488258,2014-02-05,AMZN,346.0,346.450012,337.730011,349.369995,4435400
488748,2014-02-06,AMZN,347.399994,354.589996,347.399994,354.820007,3335700
489238,2014-02-07,AMZN,358.980011,361.079987,352.48999,361.799988,4330500
489728,2014-02-10,AMZN,361.609985,360.869995,359.350006,365.0,3449700
490218,2014-02-11,AMZN,361.839996,361.790009,356.25,363.609985,3222100
490708,2014-02-12,AMZN,356.429993,349.25,346.320007,357.75,6587700
491198,2014-02-13,AMZN,347.700012,357.200012,346.5,357.200012,4175000
491688,2014-02-14,AMZN,359.339996,357.350006,353.350006,359.339996,3520200
492178,2014-02-18,AMZN,355.279999,353.649994,349.450012,355.730011,4998000
492668,2014-02-19,AMZN,352.640015,347.380005,346.100006,354.540009,4168100
493158,2014-02-20,AMZN,348.799988,349.799988,344.380005,350.459991,3492800
493648,2014-02-21,AMZN,352.440002,346.76001,346.75,354.140015,4210000
494138,2014-02-24,AMZN,345.190002,351.779999,343.290009,353.0,3644700
494628,2014-02-25,AMZN,353.0,358.320007,351.579987,361.079987,3736400
495118,2014-02-26,AMZN,359.859985,359.799988,357.170013,364.75,3622100
495608,2014-02-27,AMZN,357.220001,360.130005,355.5,360.589996,3104900
496098,2014-02-28,AMZN,360.600006,362.100006,357.079987,365.869995,3882000
496588,2014-03-03,AMZN,358.73999,359.779999,354.480011,360.959991,2798300
497078,2014-03-04,AMZN,363.899994,363.899994,362.459991,365.679993,2704400
497568,2014-03-05,AMZN,364.130005,372.369995,363.899994,372.730011,3848300
498058,2014-03-06,AMZN,374.049988,372.160004,368.899994,375.329987,2926600
498548,2014-03-07,AMZN,374.579987,372.059998,369.529999,374.98999,2279800
499038,2014-03-10,AMZN,372.690002,370.529999,367.0,372.730011,2105800
499528,2014-03-11,AMZN,370.98999,368.820007,367.279999,372.799988,2246100
500018,2014-03-12,AMZN,366.399994,370.640015,363.609985,371.160004,2216600
500508,2014-03-13,AMZN,376.619995,371.51001,368.079987,383.109985,6829000
500998,2014-03-14,AMZN,372.799988,373.73999,371.549988,378.570007,4402200
501488,2014-03-17,AMZN,375.720001,375.040009,374.880005,378.850006,2303000
501978,2014-03-18,AMZN,377.320007,378.769989,375.0,379.0,2483500
502468,2014-03-19,AMZN,378.769989,373.230011,369.420013,379.0,2646700
502958,2014-03-20,AMZN,370.640015,368.970001,366.220001,373.0,2558500
503448,2014-03-21,AMZN,371.0,360.619995,358.399994,372.839996,5414100
503938,2014-03-24,AMZN,360.089996,351.850006,348.600006,361.5,4873500
504428,2014-03-25,AMZN,354.029999,354.709991,348.839996,358.970001,4445700
504918,2014-03-26,AMZN,357.130005,343.410004,343.399994,357.600006,4120700
505408,2014-03-27,AMZN,343.149994,338.470001,330.880005,344.0,5766400
505898,2014-03-28,AMZN,340.049988,338.290009,336.079987,347.0,3986800
506388,2014-03-31,AMZN,342.399994,336.369995,334.059998,346.290009,4297500
506878,2014-04-01,AMZN,338.089996,342.98999,338.0,344.429993,3600100
507368,2014-04-02,AMZN,345.98999,341.959991,340.380005,348.299988,4475500
507858,2014-04-03,AMZN,341.820007,333.619995,328.459991,342.5,6399300
508348,2014-04-04,AMZN,335.149994,323.0,315.609985,335.440002,12534600
508838,2014-04-07,AMZN,320.98999,317.76001,313.130005,324.940002,7077400
509328,2014-04-08,AMZN,321.880005,327.070007,318.440002,328.0,6577600
509818,2014-04-09,AMZN,328.470001,331.809998,322.5,332.179993,5056600
510308,2014-04-10,AMZN,330.600006,317.109985,316.5,331.0,6126700
510798,2014-04-11,AMZN,314.0,311.730011,309.5,316.5,7287500
511288,2014-04-14,AMZN,317.670013,315.910004,311.279999,320.480011,4293500
511778,2014-04-15,AMZN,316.700012,316.079987,305.5,318.279999,5398600
512268,2014-04-16,AMZN,321.170013,323.679993,314.709991,324.0,4284900
512758,2014-04-17,AMZN,319.76001,324.910004,319.76001,328.660004,4299200
513248,2014-04-21,AMZN,323.970001,330.869995,322.309998,331.149994,2999400
513738,2014-04-22,AMZN,332.0,329.320007,328.940002,337.5,3711600
514228,2014-04-23,AMZN,333.059998,324.579987,323.390015,333.130005,3604600
514718,2014-04-24,AMZN,329.670013,337.149994,322.950012,337.399994,9293700
515208,2014-04-25,AMZN,316.25,303.829987,302.709991,316.48999,16180200
515698,2014-04-28,AMZN,304.0,296.579987,288.0,304.390015,14479800
516188,2014-04-29,AMZN,296.440002,300.380005,290.450012,301.839996,6509300
